Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fill in your catalog information below. Avoid some of the most common errors by making sure: 1) each row contains an item name; 2) an item and its variations have the same category and description; 3) GTINs are 8,12, 13, or 14 characters and contain numbers only; and 4) every item referencing an option set has both an option set name and an option value.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
,Adjustable Tucker Gooseneck,Adjustable Tucker® Gooseneck V1,Regular,,T-GN-V1,"This Tucker® gooseneck is designed to fit onto the tip of your Tucker® water fed pole and help you reach over deep window ledges and other tough to clean areas. This attachment accepts Tucker® brushes threaded onto the Euro male thread. Made in USA of strong plastic material, these goosenecks are proven to last.",Tucker > Accessories,Tucker,Adjustable Tucker® Gooseneck V1 | Accessories | AZ Cleaning Supplies,This Tucker® gooseneck is designed to fit onto the tip of your Tucker® water fed pole and help you reach over deep window ledges and other tough to clean...,adjustable-tucker-gooseneck-v1,,Hidden,Physical,1.001,Adjustable Tucker® Gooseneck V1 | Accessories | AZ Cleaning Supplies,This Tucker® gooseneck is designed to fit onto the tip of your Tucker® water fed pole and help you reach over deep window ledges and other tough to clean...,N,N,N,N,22.73,,N,Y,N,Y,N,,,15.91,Tucker,T-GN-V1,N,,,N,,,Y,,,N,,22.73
,Adjustable Tucker Gooseneck w/ Quick Release for #1 Clamp,Adjustable Tucker® Gooseneck V2,Regular,,T-GN-V2,"This Tucker® gooseneck is designed to fit onto the tip of your Tucker® water fed pole and help you reach over deep window ledges and other tough to clean areas. This design uses a quick release stem that attaches to the #1 clamp of your Tucker® pole for easy adjustment. This attachment accepts Tucker® brushes threaded onto the Euro male thread. Made in USA of strong plastic material, these goosenecks are proven to last.",Tucker > Water Fed Pole Parts,Tucker,Adjustable Tucker® Gooseneck V2 | Water Fed Pole Parts | AZ Cleaning Supplies,This Tucker® gooseneck is designed to fit onto the tip of your Tucker® water fed pole and help you reach over deep window ledges and other tough to clean...,adjustable-tucker-gooseneck-v2,,Hidden,Physical,1.001,Adjustable Tucker® Gooseneck V2 | Water Fed Pole Parts | AZ Cleaning Supplies,This Tucker® gooseneck is designed to fit onto the tip of your Tucker® water fed pole and help you reach over deep window ledges and other tough to clean...,N,N,N,N,22.73,,N,Y,N,Y,N,,,15.91,Tucker,T-GN-V2,N,,,N,,,Y,,,N,,22.73
,Alpha Scrubber Pads │ 10 Pack Replacements,Alpha Scrubber Pads │ 10 Pack Replacements,Regular,,ALPHA-SCRUBBER-PADS-│-10-PACK-REPLACEMENTS,Alpha Scrubber Pads │ 10 Pack Replacements | Official Tucker SKU: ALPHA-SCRUBBER-PADS-│-10-PACK-REPLACEMENTS | Category: Catalog,Tucker > Catalog,Tucker,Alpha Scrubber Pads │ 10 Pack Replacements | Catalog | AZ Cleaning Supplies,Alpha Scrubber Pads │ 10 Pack Replacements. Category: Catalog. Vendor code: ALPHA-SCRUBBER-PADS-│-10-PACK-REPLACEMENTS. Available at AZ Cleaning Supplies.,alpha-scrubber-pads-10-pack-replacements,,Hidden,Physical,,Alpha Scrubber Pads │ 10 Pack Replacements | Catalog | AZ Cleaning Supplies,Alpha Scrubber Pads │ 10 Pack Replacements. Category: Catalog. Vendor code: ALPHA-SCRUBBER-PADS-│-10-PACK-REPLACEMENTS. Available at AZ Cleaning Supplies.,N,N,N,N,13.26,,N,Y,N,Y,N,,,11.49,Tucker,ALPHA-SCRUBBER-PADS-│-10-PACK-REPLACEMENTS,N,,,N,,,Y,,,N,,13.26
,Aluminum Acme Tip for #1 Clamp,Tucker® ACME Tip,Regular,,T-ACME-TIP-ALUMINUM,Tired of plastic ACME tips breaking under pressure? The all new Aluminum Tucker® ACME tip is designed to fit into the top of the new Tucker® T1 clamp on all Tucker® carbon fiber water fed poles. Simply add this to the tip of your pole by inserting it into the new Tucker® T1 clamp and you have affectively converted your water fed pole into a trad pole.,Tucker > Water Fed Pole Parts,Tucker,Tucker® ACME Tip | Water Fed Pole Parts | AZ Cleaning Supplies,Tired of plastic ACME tips breaking under pressure? The all new Aluminum Tucker® ACME tip is designed to fit into the top of the new Tucker® T1 clamp on all...,tucker-acme-tip,,Hidden,Physical,1.001,Tucker® ACME Tip | Water Fed Pole Parts | AZ Cleaning Supplies,Tired of plastic ACME tips breaking under pressure? The all new Aluminum Tucker® ACME tip is designed to fit into the top of the new Tucker® T1 clamp on all...,N,N,N,N,11.22,,N,Y,N,Y,N,,,7.86,Tucker,T-ACME-TIP-ALUMINUM,N,,,N,,,Y,,,N,,11.22
,Auxiliary 50 Gallon Tucker Tank,Auxiliary 50 Gallon Tucker Tank,Regular,,T-50-AUX,"50-gallon tank engineered for use with the Tucker® Fill N Go system, providing reliable water storage and supply.",Tucker > Catalog,Tucker,Auxiliary 50 Gallon Tucker Tank | Catalog | AZ Cleaning Supplies,"50-gallon tank engineered for use with the Tucker® Fill N Go system, providing reliable water storage and supply. Available at AZ Cleaning Supplies.",auxiliary-50-gallon-tucker-tank,,Hidden,Physical,65.001,Auxiliary 50 Gallon Tucker Tank | Catalog | AZ Cleaning Supplies,"50-gallon tank engineered for use with the Tucker® Fill N Go system, providing reliable water storage and supply. Available at AZ Cleaning Supplies.",N,N,N,N,1641.02,,N,Y,N,Y,N,,,1148.72,Tucker,T-50-AUX,N,,,N,,,Y,,,N,,1641.02
,Barrel only for aluminum clamp body,Barrel only for aluminum clamp body,Regular,,T-CLAMPBARREL,Barrel only for aluminum clamp body | Official Tucker SKU: T-CLAMPBARREL | Category: Water Fed Pole Parts,Tucker > Water Fed Pole Parts,Tucker,Barrel only for aluminum clamp body | AZ Cleaning Supplies,Barrel only for aluminum clamp body. Category: Water Fed Pole Parts. Vendor code: T-CLAMPBARREL. Available at AZ Cleaning Supplies.,barrel-only-for-aluminum-clamp-body,,Hidden,Physical,,Barrel only for aluminum clamp body | AZ Cleaning Supplies,Barrel only for aluminum clamp body. Category: Water Fed Pole Parts. Vendor code: T-CLAMPBARREL. Available at AZ Cleaning Supplies.,N,N,N,N,6.15,,N,Y,N,Y,N,,,4.31,Tucker,T-CLAMPBARREL,N,,,N,,,Y,,,N,,6.15
,Battery Hold-Down,Battery Hold-Down,Regular,,12013,Battery Hold-Down | Official Tucker SKU: 12013 | Category: Catalog,Tucker > Catalog,Tucker,Battery Hold-Down | Catalog | AZ Cleaning Supplies,Battery Hold-Down. Category: Catalog. Vendor code: 12013. Available at AZ Cleaning Supplies.,battery-hold-down,,Hidden,Physical,,Battery Hold-Down | Catalog | AZ Cleaning Supplies,Battery Hold-Down. Category: Catalog. Vendor code: 12013. Available at AZ Cleaning Supplies.,N,N,N,N,45.09,,N,Y,N,Y,N,,,31.56,Tucker,12013,N,,,N,,,Y,,,N,,45.09
,BOAB / Pouch Bundle,Tucker® BOAB by Takaki Works + Tucker® Pouch by Takaki Works,Regular,,T-TW-BNDL,"Tucker® Bucket on a belt by Takaki Works These soft sided bucket on a belt, BOAB, systems are handmade in Japan by the incredibly talented Masahiro Takaki. Designed specifically for Tucker® with black accents and yellow stitching. These BOAB systems work seamlessly with both standard and wide body squeegee channels and have room for 2 channels. Easily holds all size mops / strip washers. Designed for right handed operators. The built in removable clip system allows for the BOAB to easily be removed from your belt without the need to remove the belt to do so. For a limited time only, get the Tucker® Pouch by Takaki Works for FREE. Tucker® Pouch by Takaki Works These pouches have a built in zipper pocket for smaller items you're keen to keep track of. The pouch itself is great for huck towels, rags, sponges and more. The built in removable clip system allows for the pouch to easily be removed from your belt without the need to remove the belt to do so. Made from ballistic nylon....",Tucker > Catalog,Tucker,Tucker® BOAB by Takaki Works + Tucker® Pouch by Takaki Works | AZ Cleaning...,"Tucker® Bucket on a belt by Takaki Works These soft sided bucket on a belt, BOAB, systems are handmade in Japan by the incredibly talented Masahiro Takaki....",tucker-boab-by-takaki-works-free-tucker-pouch-by-takaki-works,,Hidden,Physical,1.499,Tucker® BOAB by Takaki Works + Tucker® Pouch by Takaki Works | AZ Cleaning...,"Tucker® Bucket on a belt by Takaki Works These soft sided bucket on a belt, BOAB, systems are handmade in Japan by the incredibly talented Masahiro Takaki....",N,N,N,N,251.98,,N,Y,N,Y,N,,,176.39,Tucker,T-TW-BNDL,N,,,N,,,Y,,,N,,251.98
,Boost Pump w/ ELBOWS,Boost Pump 12V,Regular,,12032BOOST,"This 12 Volt powered booster pump is original equipment on both the Tucker® Fill n Go tank systems as well as the 12 volt booster pump systems. It comes complete with the 1/2"" john guest brand elbows for connecting push to fit (PTF) tubing. This pump is for pressurizing RO membranes for increased performance. FLOW: 5.3 GPM BYPASS: 90PSI CURRENT: 25amps @ 90PSI Ships with a removable heat sink to help prevent overheating",Tucker > Pure Water Systems,Tucker,Boost Pump 12V | Pure Water Systems | AZ Cleaning Supplies,This 12 Volt powered booster pump is original equipment on both the Tucker® Fill n Go tank systems as well as the 12 volt booster pump systems. It comes...,boost-pump-12v,,Hidden,Physical,8.001,Boost Pump 12V | Pure Water Systems | AZ Cleaning Supplies,This 12 Volt powered booster pump is original equipment on both the Tucker® Fill n Go tank systems as well as the 12 volt booster pump systems. It comes...,N,N,N,N,377.91,,N,Y,N,Y,N,,,264.54,Tucker,12032BOOST,N,,,N,,,Y,,,N,,377.91
,Bracket - SED/CAR,Bracket - SED/CAR,Regular,,RHG-P0106,Bracket - SED/CAR | Official Tucker SKU: RHG-P0106 | Category: Catalog,Tucker > Catalog,Tucker,Bracket - SED/CAR | Catalog | AZ Cleaning Supplies,Bracket - SED/CAR. Category: Catalog. Vendor code: RHG-P0106. Available at AZ Cleaning Supplies.,bracket-sed-car,,Hidden,Physical,,Bracket - SED/CAR | Catalog | AZ Cleaning Supplies,Bracket - SED/CAR. Category: Catalog. Vendor code: RHG-P0106. Available at AZ Cleaning Supplies.,N,N,N,N,72.94,,N,Y,N,Y,N,,,51.06,Tucker,RHG-P0106,N,,,N,,,Y,,,N,,72.94
,Bracket for Bypass Valve,Bracket for Bypass Valve,Regular,,T-VALVE-BRACKET,Bracket for Bypass Valve | Official Tucker SKU: T-VALVE-BRACKET | Category: Accessories,Tucker > Accessories,Tucker,Bracket for Bypass Valve | Accessories | AZ Cleaning Supplies,Bracket for Bypass Valve. Category: Accessories. Vendor code: T-VALVE-BRACKET. Available at AZ Cleaning Supplies.,bracket-for-bypass-valve,,Hidden,Physical,,Bracket for Bypass Valve | Accessories | AZ Cleaning Supplies,Bracket for Bypass Valve. Category: Accessories. Vendor code: T-VALVE-BRACKET. Available at AZ Cleaning Supplies.,N,N,N,N,22.49,,N,Y,N,Y,N,,,15.75,Tucker,T-VALVE-BRACKET,N,,,N,,,Y,,,N,,22.49
,Bracket for Saddle Clamp,Bracket for Saddle Clamp,Regular,,BRACKET-WIDECLAMP,Bracket for Saddle Clamp | Official Tucker SKU: BRACKET-WIDECLAMP | Category: Water Fed Pole Parts,Tucker > Water Fed Pole Parts,Tucker,Bracket for Saddle Clamp | Water Fed Pole Parts | AZ Cleaning Supplies,Bracket for Saddle Clamp. Category: Water Fed Pole Parts. Vendor code: BRACKET-WIDECLAMP. Available at AZ Cleaning Supplies.,bracket-for-saddle-clamp,,Hidden,Physical,,Bracket for Saddle Clamp | Water Fed Pole Parts | AZ Cleaning Supplies,Bracket for Saddle Clamp. Category: Water Fed Pole Parts. Vendor code: BRACKET-WIDECLAMP. Available at AZ Cleaning Supplies.,N,N,N,N,28.10,,N,Y,N,Y,N,,,19.68,Tucker,BRACKET-WIDECLAMP,N,,,N,,,Y,,,N,,28.10
,Brass Garden Hose Splitter,Brass Garden Hose Splitter,Regular,,T-GHS-BRASS,This brass heavy duty garden hose splitter will allow you to divert water from one source to two. Put this fitting on the output of your water system to allow for 2 operators. Built in valves make it easy to adjust flow.,Tucker > Accessories,Tucker,Brass Garden Hose Splitter | Accessories | AZ Cleaning Supplies,This brass heavy duty garden hose splitter will allow you to divert water from one source to two. Put this fitting on the output of your water system to...,brass-garden-hose-splitter,,Hidden,Physical,,Brass Garden Hose Splitter | Accessories | AZ Cleaning Supplies,This brass heavy duty garden hose splitter will allow you to divert water from one source to two. Put this fitting on the output of your water system to...,N,N,N,N,31.58,,N,Y,N,Y,N,,,22.11,Tucker,T-GHS-BRASS,N,,,N,,,Y,,,N,,31.58
,Butt Ring for Tucker CF Pole-Fits Sec 9 and 10,Butt Ring for Tucker CF Pole-Fits Sec 9 and 10,Regular,,T-9/10BR-CF,Butt Ring for Tucker CF Pole-Fits Sec 9 and 10 | Official Tucker SKU: T-9/10BR-CF | Category: Water Fed Pole Parts,Tucker > Water Fed Pole Parts,Tucker,Butt Ring for Tucker CF Pole-Fits Sec 9 and 10 | AZ Cleaning Supplies,Butt Ring for Tucker CF Pole-Fits Sec 9 and 10. Category: Water Fed Pole Parts. Vendor code: T-9/10BR-CF. Available at AZ Cleaning Supplies.,butt-ring-for-tucker-cf-pole-fits-sec-9-and-10,,Hidden,Physical,,Butt Ring for Tucker CF Pole-Fits Sec 9 and 10 | AZ Cleaning Supplies,Butt Ring for Tucker CF Pole-Fits Sec 9 and 10. Category: Water Fed Pole Parts. Vendor code: T-9/10BR-CF. Available at AZ Cleaning Supplies.,N,N,N,N,20.49,,N,Y,N,Y,N,,,14.35,Tucker,T-9/10BR-CF,N,,,N,,,Y,,,N,,20.49
,CARBON Filter Bracket,CARBON Filter Bracket,Regular,,T-1000-003,Bracket for the carbon/sediment filter on the Rival system,Tucker > Pure Water Systems,Tucker,CARBON Filter Bracket | Pure Water Systems | AZ Cleaning Supplies,Bracket for the carbon/sediment filter on the Rival system Available at AZ Cleaning Supplies.,carbon-filter-bracket,,Hidden,Physical,2.401,CARBON Filter Bracket | Pure Water Systems | AZ Cleaning Supplies,Bracket for the carbon/sediment filter on the Rival system Available at AZ Cleaning Supplies.,N,N,N,N,43.86,,N,Y,N,Y,N,,,30.71,Tucker,T-1000-003,N,,,N,,,Y,,,N,,43.86
,CF Pole Extension,CF Pole Extension,Regular,,90100-CF-EXT,CF Pole Extension | Official Tucker SKU: 90100-CF-EXT | Category: Water Fed Pole Parts,Tucker > Water Fed Pole Parts,Tucker,CF Pole Extension | Water Fed Pole Parts | AZ Cleaning Supplies,CF Pole Extension. Category: Water Fed Pole Parts. Vendor code: 90100-CF-EXT. Available at AZ Cleaning Supplies.,cf-pole-extension,,Hidden,Physical,,CF Pole Extension | Water Fed Pole Parts | AZ Cleaning Supplies,CF Pole Extension. Category: Water Fed Pole Parts. Vendor code: 90100-CF-EXT. Available at AZ Cleaning Supplies.,N,N,N,N,252.72,,N,Y,N,Y,N,,,176.91,Tucker,90100-CF-EXT,N,,,N,,,Y,,,N,,252.72
,"Check Valve 1/2""","Check Valve 1/2""",Regular,,63042,"Check Valve 1/2"" | Official Tucker SKU: 63042 | Category: Accessories",Tucker > Accessories,Tucker,"Check Valve 1/2"" | Accessories | AZ Cleaning Supplies","Check Valve 1/2"". Category: Accessories. Vendor code: 63042. Available at AZ Cleaning Supplies.",check-valve-1-2,,Hidden,Physical,,"Check Valve 1/2"" | Accessories | AZ Cleaning Supplies","Check Valve 1/2"". Category: Accessories. Vendor code: 63042. Available at AZ Cleaning Supplies.",N,N,N,N,25.21,,N,Y,N,Y,N,,,17.65,Tucker,63042,N,,,N,,,Y,,,N,,25.21
,"Clamp/Hardware for 4"" SS housing","Clamp/Hardware for 4"" SS housing",Regular,,20062-SS-C,"Clamp/Hardware for 4"" SS housing | Official Tucker SKU: 20062-SS-C | Category: Water Fed Pole Parts",Tucker > Water Fed Pole Parts,Tucker,"Clamp/Hardware for 4"" SS housing | Water Fed Pole Parts | AZ Cleaning Supplies","Clamp/Hardware for 4"" SS housing. Category: Water Fed Pole Parts. Vendor code: 20062-SS-C. Available at AZ Cleaning Supplies.",clamp-hardware-for-4-ss-housing,,Hidden,Physical,,"Clamp/Hardware for 4"" SS housing | Water Fed Pole Parts | AZ Cleaning Supplies","Clamp/Hardware for 4"" SS housing. Category: Water Fed Pole Parts. Vendor code: 20062-SS-C. Available at AZ Cleaning Supplies.",N,N,N,N,36.73,,N,Y,N,Y,N,,,25.72,Tucker,20062-SS-C,N,,,N,,,Y,,,N,,36.73
,Cobra Clamps,Cobra Clamps,Regular,,12021-C,Cobra Clamps | Official Tucker SKU: 12021-C | Category: Water Fed Pole Parts,Tucker > Water Fed Pole Parts,Tucker,Cobra Clamps | Water Fed Pole Parts | AZ Cleaning Supplies,Cobra Clamps. Category: Water Fed Pole Parts. Vendor code: 12021-C. Available at AZ Cleaning Supplies.,cobra-clamps,,Hidden,Physical,,Cobra Clamps | Water Fed Pole Parts | AZ Cleaning Supplies,Cobra Clamps. Category: Water Fed Pole Parts. Vendor code: 12021-C. Available at AZ Cleaning Supplies.,N,N,N,N,34.17,,N,Y,N,Y,N,,,23.92,Tucker,12021-C,N,,,N,,,Y,,,N,,34.17
,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 10""","Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 10""",Regular,,SORBO-SQ10-FXD,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 10"" | Official Tucker SKU: SORBO-SQ10-FXD | Category: Catalog",Tucker > Catalog,Tucker,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 10"" | AZ Cleaning...","Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 10"". Category: Catalog. Vendor code: SORBO-SQ10-FXD. Available at AZ Cleaning Supplies.",complete-squeegee-w-fixed-handle-quicksilver-channel-10,,Hidden,Physical,,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 10"" | AZ Cleaning...","Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 10"". Category: Catalog. Vendor code: SORBO-SQ10-FXD. Available at AZ Cleaning Supplies.",N,N,N,N,25.82,,N,Y,N,Y,N,,,18.08,Tucker,SORBO-SQ10-FXD,N,,,N,,,Y,,,N,,25.82
,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 14""","Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 14""",Regular,,SORBO-SQ14-FXD,"A complete squeegee with the Sorbo Fixed Aluminum Handle and an 14"" Quicksilver Channel. Includes one 14"" rubber. Replacement rubber AVAILABLE HERE . To adapt Sörbo tools to our Tucker® water-fed poles, you will need an acme tip and a wood cone tip (Not included).",Tucker > Catalog,Tucker,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 14"" | AZ Cleaning...","A complete squeegee with the Sorbo Fixed Aluminum Handle and an 14"" Quicksilver Channel. Includes one 14"" rubber. Replacement rubber AVAILABLE HERE . To...",complete-squeegee-w-fixed-handle-quicksilver-channel-15,,Hidden,Physical,1.001,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 14"" | AZ Cleaning...","A complete squeegee with the Sorbo Fixed Aluminum Handle and an 14"" Quicksilver Channel. Includes one 14"" rubber. Replacement rubber AVAILABLE HERE . To...",N,N,N,N,28.30,,N,Y,N,Y,N,,,19.81,Tucker,SORBO-SQ14-FXD,N,,,N,,,Y,,,N,,28.30
,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 18""","Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 18""",Regular,,SORBO-SQ18-FXD,"A complete squeegee with the Sorbo Fixed Aluminum Handle and an 18"" Quicksilver Channel. Inlcudes one 18"" rubber. Replacement rubber AVAILABLE HERE .",Tucker > Catalog,Tucker,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 18"" | AZ Cleaning...","A complete squeegee with the Sorbo Fixed Aluminum Handle and an 18"" Quicksilver Channel. Inlcudes one 18"" rubber. Replacement rubber AVAILABLE HERE ....",complete-squeegee-w-fixed-handle-quicksilver-channel-18,,Hidden,Physical,1.001,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 18"" | AZ Cleaning...","A complete squeegee with the Sorbo Fixed Aluminum Handle and an 18"" Quicksilver Channel. Inlcudes one 18"" rubber. Replacement rubber AVAILABLE HERE ....",N,N,N,N,30.82,,N,Y,N,Y,N,,,21.58,Tucker,SORBO-SQ18-FXD,N,,,N,,,Y,,,N,,30.82
,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 6""","Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 6""",Regular,,SORBO-SQ6-FXD,"A complete squeegee with the Sorbo Fixed Aluminum Handle and an 6"" Quicksilver Channel. Inlcudes one 6"" rubber. Replacement rubber AVAILABLE HERE . To adapt Sörbo tools to our Tucker® water-fed poles, you will need an acme tip and a wood cone tip (Not included).",Tucker > Catalog,Tucker,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 6"" | AZ Cleaning...","A complete squeegee with the Sorbo Fixed Aluminum Handle and an 6"" Quicksilver Channel. Inlcudes one 6"" rubber. Replacement rubber AVAILABLE HERE . To adapt...",complete-squeegee-w-fixed-handle-quicksilver-channel-7,,Hidden,Physical,1.001,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 6"" | AZ Cleaning...","A complete squeegee with the Sorbo Fixed Aluminum Handle and an 6"" Quicksilver Channel. Inlcudes one 6"" rubber. Replacement rubber AVAILABLE HERE . To adapt...",N,N,N,N,23.02,,N,Y,N,Y,N,,,16.12,Tucker,SORBO-SQ6-FXD,N,,,N,,,Y,,,N,,23.02
,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 10""","Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 10""",Regular,,SORBO-SQ10-SWV,"A complete squeegee with the Sorbo Swivel Fast Release Handle and an 10"" Quicksilver Channel. Includes one 10"" rubber. Replacement rubber AVAILABLE HERE . To adapt Sörbo tools to our Tucker® water-fed poles, you will need an acme tip and a wood cone tip (Not included).",Tucker > Catalog,Tucker,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 10"" | AZ...","A complete squeegee with the Sorbo Swivel Fast Release Handle and an 10"" Quicksilver Channel. Includes one 10"" rubber. Replacement rubber AVAILABLE HERE . To...",complete-squeegee-w-swivel-handle-quicksilver-channel-11,,Hidden,Physical,1.001,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 10"" | AZ...","A complete squeegee with the Sorbo Swivel Fast Release Handle and an 10"" Quicksilver Channel. Includes one 10"" rubber. Replacement rubber AVAILABLE HERE . To...",N,N,N,N,47.54,,N,Y,N,Y,N,,,33.28,Tucker,SORBO-SQ10-SWV,N,,,N,,,Y,,,N,,47.54
,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 14""","Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 14""",Regular,,SORBO-SQ14-SWV,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 14"" | Official Tucker SKU: SORBO-SQ14-SWV | Category: Catalog",Tucker > Catalog,Tucker,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 14"" | AZ...","Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 14"". Category: Catalog. Vendor code: SORBO-SQ14-SWV. Available at AZ Cleaning Supplies.",complete-squeegee-w-swivel-handle-quicksilver-channel-14,,Hidden,Physical,,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 14"" | AZ...","Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 14"". Category: Catalog. Vendor code: SORBO-SQ14-SWV. Available at AZ Cleaning Supplies.",N,N,N,N,50.01,,N,Y,N,Y,N,,,35.01,Tucker,SORBO-SQ14-SWV,N,,,N,,,Y,,,N,,50.01
,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 18""","Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 18""",Regular,,SORBO-SQ18-SWV,"A complete squeegee with the Sorbo Swivel Fast Release Handle and an 18"" Quicksilver Channel. Includes one 18"" rubber. Replacement rubber AVAILABLE HERE . To adapt Sörbo tools to our Tucker® water-fed poles, you will need an acme tip and a wood cone tip (Not included).",Tucker > Catalog,Tucker,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 18"" | AZ...","A complete squeegee with the Sorbo Swivel Fast Release Handle and an 18"" Quicksilver Channel. Includes one 18"" rubber. Replacement rubber AVAILABLE HERE . To...",complete-squeegee-w-swivel-handle-quicksilver-channel-19,,Hidden,Physical,1.001,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 18"" | AZ...","A complete squeegee with the Sorbo Swivel Fast Release Handle and an 18"" Quicksilver Channel. Includes one 18"" rubber. Replacement rubber AVAILABLE HERE . To...",N,N,N,N,52.53,,N,Y,N,Y,N,,,36.78,Tucker,SORBO-SQ18-SWV,N,,,N,,,Y,,,N,,52.53
,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 6""","Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 6""",Regular,,SORBO-SQ6-SWV,"A complete squeegee with the Sorbo Swivel Fast Release Handle and an 6"" Quicksilver Channel. Includes one 6"" rubber. Replacement rubber AVAILABLE HERE .",Tucker > Catalog,Tucker,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 6"" | AZ Cleaning...","A complete squeegee with the Sorbo Swivel Fast Release Handle and an 6"" Quicksilver Channel. Includes one 6"" rubber. Replacement rubber AVAILABLE HERE ....",complete-squeegee-w-swivel-handle-quicksilver-channel-6,,Hidden,Physical,1.001,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 6"" | AZ Cleaning...","A complete squeegee with the Sorbo Swivel Fast Release Handle and an 6"" Quicksilver Channel. Includes one 6"" rubber. Replacement rubber AVAILABLE HERE ....",N,N,N,N,44.74,,N,Y,N,Y,N,,,31.32,Tucker,SORBO-SQ6-SWV,N,,,N,,,Y,,,N,,44.74
,DI Filter Bracket,DI Filter Bracket,Regular,,T-1000-004,DI Filter Bracket | Official Tucker SKU: T-1000-004 | Category: Pure Water Systems,Tucker > Pure Water Systems,Tucker,DI Filter Bracket | Pure Water Systems | AZ Cleaning Supplies,DI Filter Bracket. Category: Pure Water Systems. Vendor code: T-1000-004. Available at AZ Cleaning Supplies.,di-filter-bracket,,Hidden,Physical,3,DI Filter Bracket | Pure Water Systems | AZ Cleaning Supplies,DI Filter Bracket. Category: Pure Water Systems. Vendor code: T-1000-004. Available at AZ Cleaning Supplies.,N,N,N,N,57.05,,N,Y,N,Y,N,,,39.94,Tucker,T-1000-004,N,,,N,,,Y,,,N,,57.05
